id,source,hotel_name_from_roomlist,city_from_roomlist,city_name_raw,address_from_roomlist,room_name,room_size,number_of_people_min,number_of_people_max,number_of_people_raw,price_per_day,price_raw,description,info_link,img_link
,meetingsbooker,Impact Hub Stockholm,,Stockholm,,Trust Conference Room,2M x 3M x 3M (WxLxH),,,4,,kr2500/day,Stylish,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/impacthubstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/impacthubstockholm-41.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Impact Hub Stockholm,,Stockholm,,Courage Conference Room,3M x 3M x 3M (WxLxH),,,6,,kr4000/day,Stylish,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/impacthubstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/impacthubstockholm-38.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Impact Hub Stockholm,,Stockholm,,Enterprise Conference Room,3M x 6M x 3M (WxLxH),,,9,,kr5000/day,Stylish,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/impacthubstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/impacthubstockholm-35.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Impact Hub Stockholm,,Stockholm,,Discovery Conference Room,3M x 6M x 3M (WxLxH),,,9,,kr5000/day,Stylish,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/impacthubstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/impacthubstockholm-45.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Impact Hub Stockholm,,Stockholm,,Collaboration Conference Room,6M x 6M x 3M (WxLxH),,,"12,20",,kr8000/day,Stylish,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/impacthubstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/impacthubstockholm-44.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Impact Hub Stockholm,,Stockholm,,Purpose Event Space,10M x 10M x 25M (WxLxH),,,"15,40,40,70",,kr37500/day,Stylish,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/impacthubstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/impacthubstockholm-43.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Harmony,3.41M x 3.82M x 2.52M (WxLxH),,,"5,5",,kr4875/day,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/freyshotel-1.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Creativity,2.85M x 3.83M x 2.53M (WxLxH),,,6,,kr4875/day,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/Freys-Hotel-5.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Balance,2.85M x 3.83M x 2.53M (WxLxH),,,6,,kr4875/day,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/Freys-Hotel-13.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Wisdom,4.48M x 3.8M x 2.52M (WxLxH),,,"8,8",,kr8375/day,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/freyshotel-6.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Courage,3.86M x 5.85M x 2.52M (WxLxH),,,"10,12,12,12,12,12",,kr9875/day,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/freyshotel-5.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Clarity,4.02M x 7.47M x 2.52M (WxLxH),,,"15,20,20,20,30,30",,kr13375/day,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/freyshotel-3.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Inspiration,3.83M x 8.12M x 2.52M (WxLxH),,,"15,20,20,20,30,30",,kr13375/day,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/Freys-Hotel-11.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Energy,5.72M x 8.51M x 3.01M (WxLxH),,,"22,26,30,30,50,50",,kr18250/day,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/Freys-Hotel-8.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Conference Floor,5M x 45M x 3M (WxLxH),,,150,,,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/freyshotel-2.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Opportunity,,,,"10,12,16,16,16,20",,,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/freyshotel-0.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Freys Hotel,,Stockholm,,Clarity & Wisdom,7.8M x 8.12M x 2.52M (WxLxH),,,"22,22,25,30,50,50",,,Boutique,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/freys-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/freyshotel-7.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,SELMA LAGERLÖF,,,,"96,100,160",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-7.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,DAG HAMMARSKJÖLD,,,,"20,36,50,60",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-8.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,KAI SIEGBAHN,,,,"20,36,40,60",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-0.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,ARNE TISELIUS,,,,"20,36,40,50",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-1.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,ALLVAR GULLSTRAND,,,,"10,18,18,24",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-2.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,NELLY SACHS,,,,"10,18,18,24",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-3.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,ELSA BESKOW,,,,"12,20",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-4.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,PANORAMA,,,,20,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-5.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Academia, Uppsala",,Suttungs gränd,,MEETING SUITE,,,,8,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelacademiauppsala?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelacademiauppsala-6.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Radisson Blu Arlandia Hotel, Stockholm-Arlanda",,Stockholm,,VINTERGATAN,10M x 15M x 4M (WxLxH),,,250,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/radissonbluarlandiahotelstockholmarlanda?attendees=1,https://images.meetingsbooker.com/images/venues/radissonbluarlandiahotelstockholmarlanda-2.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Radisson Blu Arlandia Hotel, Stockholm-Arlanda",,Stockholm,,CASSIOPEJA,10M x 10M x 3M (WxLxH),,,"40,40,50,100",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/radissonbluarlandiahotelstockholmarlanda?attendees=1,https://images.meetingsbooker.com/images/venues/radissonbluarlandiahotelstockholmarlanda-15.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Radisson Blu Arlandia Hotel, Stockholm-Arlanda",,Stockholm,,DRAKEN,10M x 10M x 3M (WxLxH),,,"20,20,30,50",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/radissonbluarlandiahotelstockholmarlanda?attendees=1,https://images.meetingsbooker.com/images/venues/radissonbluarlandiahotelstockholmarlanda-47.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Radisson Blu Arlandia Hotel, Stockholm-Arlanda",,Stockholm,,STORA BJÖRN,5.4M x 10M x 3M (WxLxH),,,"10,20,20,50",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/radissonbluarlandiahotelstockholmarlanda?attendees=1,https://images.meetingsbooker.com/images/venues/radissonbluarlandiahotelstockholmarlanda-10.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Radisson Blu Arlandia Hotel, Stockholm-Arlanda",,Stockholm,,DELFINEN,5M x 10M x 3M (WxLxH),,,30,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/radissonbluarlandiahotelstockholmarlanda?attendees=1,https://images.meetingsbooker.com/images/venues/radissonbluarlandiahotelstockholmarlanda-23.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Radisson Blu Arlandia Hotel, Stockholm-Arlanda",,Stockholm,,LODJURET,5M x 6M x 3M (WxLxH),,,14,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/radissonbluarlandiahotelstockholmarlanda?attendees=1,https://images.meetingsbooker.com/images/venues/radissonbluarlandiahotelstockholmarlanda-7.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Radisson Blu Arlandia Hotel, Stockholm-Arlanda",,Stockholm,,ROYAL LOUNGE,5M x 5M x 3M (WxLxH),,,10,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/radissonbluarlandiahotelstockholmarlanda?attendees=1,https://images.meetingsbooker.com/images/venues/radissonbluarlandiahotelstockholmarlanda-43.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Arcadia, Stockholm",,Körsbärsvägen,,VALHALL,,,,"10,12,12,20",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelarcadiastockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelarcadiastockholm-0.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Arcadia, Stockholm",,Körsbärsvägen,,PROFESSORN,,,,"10,12,12,20",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelarcadiastockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelarcadiastockholm-1.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Arcadia, Stockholm",,Körsbärsvägen,,VALHALL + PROFESSORN,,,,"20,24,28,28,55",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelarcadiastockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelarcadiastockholm-2.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Arcadia, Stockholm",,Körsbärsvägen,,STUDENTEN,,,,"12,16,18,20",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelarcadiastockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelarcadiastockholm-3.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Best Western Plus Time Hotel,,Vanadisvägen,,Talk Room,7.5M x 10M x 3M (WxLxH),,,73,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/best-western-plus-time-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/bestwesternplustimehotel-1.jpeg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Best Western Plus Time Hotel,,Vanadisvägen,,Time Room,4M x 5M x 3M (WxLxH),,,12,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/best-western-plus-time-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/bestwesternplustimehotel-0.jpeg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,HÄLSINGESALEN,5M x 5M x 3M (WxLxH),,,"16,20,30,30,40",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/ElitePalaceHotel-2.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,GÄSTRIKESALEN,5M x 5M x 3M (WxLxH),,,"16,16,30,30,40",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-10.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,Dalasalen,5M x 5M x 3M (WxLxH),,,"14,14,16,16,30",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-8.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,ST:Eriksalen,5M x 5M x 3M (WxLxH),,,"16,16,24,24,40",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-26.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,Vanadissalen,,,,"30,30,36,40,60",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/ElitePalaceHotel-5.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,Vasasalen,5' x 5' x 5' (WxLxH),,,"50,80,80,120",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-2.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,Vasasalen + Vanadis,5' x 5' x 5' (WxLxH),,,"50,120,140,150",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-7.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,Frej,5M x 5M x 3M (WxLxH),,,"12,12,12,14,20",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-24.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,Tor,5M x 5M x 3M (WxLxH),,,"14,14,16,18,30",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-28.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,Svea,5M x 5M x 5M (WxLxH),,,8,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-6.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,Haga,5M x 5M x 5M (WxLxH),,,8,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-4.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Elite Palace Hotel,,Stockholm,,THE PHILIPSON ROOM,5M x 5M x 5M (WxLxH),,,10,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elite-palace-hotel?attendees=1,https://images.meetingsbooker.com/images/venues/elitepalacehotel-0.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Congressen,10M x 36.9M x 3M (WxLxH),,,"180,350",,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/Hotel-Birger-Jarl-0.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Team & Spirit,10M x 20.3M x 3M (WxLxH),,,"40,44,80,80,120",,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-8.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Team,9.8M x 10M x 3M (WxLxH),,,"20,20,40,40,60",,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-8.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Spirit,10M x 10.5M x 3M (WxLxH),,,"20,24,40,40,60",,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-5.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Casual,4M x 5M x 3M (WxLxH),,,10,,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/Hotel-Birger-Jarl-1.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Small Talk,4M x 4M x 3M (WxLxH),,,10,,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-0.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Table Talk,4M x 4M x 3M (WxLxH),,,10,,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-0.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Let’s Talk,4M x 4M x 3M (WxLxH),,,10,,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-0.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Feel,4M x 10M x 3M (WxLxH),,,"20,24,40",,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-7.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Flow,4M x 10M x 3M (WxLxH),,,"20,24,40",,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-3.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,Hotel Birger Jarl,,113 53 Stockholm,,Focus,4M x 10M x 3M (WxLxH),,,"20,24,40",,,Traditional,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/hotel-birger-jarl?attendees=1,https://images.meetingsbooker.com/images/venues/hotelbirgerjarl-3.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,WILHELM RÖNTGEN,,,,"30,60,60,130",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-5.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,MARIE CURIE,,,,"16,20,20,30,60",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-6.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,KAROLINA WIDERSTRÖM,,,,"16,16,16,18,30",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-6.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,ALEXANDER FLEMING,,,,"20,20,32,36,60",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-7.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,IVAN PAVLOV,,,,"12,16,18,24,30",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-0.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,LOUIS PASTEUR,,,,"12,16,16,18,30",,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-1.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,IGNAZ SEMMELWEIS,,,,10,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-2.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,THE VIEW,,,,12,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-3.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Hotel Carolina Tower, Stockholm",,Eugeniavägen,,THE CLUB,,,,20,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/elitehotelcarolinatowerstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/elitehotelcarolinatowerstockholm-4.png?quality=85&mode=crop&w=328&h=230
,meetingsbooker,MORNINGTON STOCKHOLM CITY,,Stockholm Arlanda,,Ophelia,,,,54,,,,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/mornington-stockholm-city?attendees=1,https://images.meetingsbooker.com/images/venues/morningtonstockholmcity-29.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,MORNINGTON STOCKHOLM CITY,,Stockholm Arlanda,,Juliet,,,,18,,,,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/mornington-stockholm-city?attendees=1,https://images.meetingsbooker.com/images/venues/morningtonstockholmcity-10.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,MORNINGTON STOCKHOLM CITY,,Stockholm Arlanda,,Puck,,,,6,,,,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/mornington-stockholm-city?attendees=1,https://images.meetingsbooker.com/images/venues/morningtonstockholmcity-29.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,MORNINGTON STOCKHOLM CITY,,Stockholm Arlanda,,Beatrice,,,,6,,,,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/mornington-stockholm-city?attendees=1,https://images.meetingsbooker.com/images/venues/morningtonstockholmcity-29.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,MORNINGTON STOCKHOLM CITY,,Stockholm Arlanda,,Jessica,,,,6,,,,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/mornington-stockholm-city?attendees=1,https://images.meetingsbooker.com/images/venues/morningtonstockholmcity-29.jpg?quality=85&mode=crop&w=328&h=230
,meetingsbooker,"Elite Eden Park Hotel, Stockholm",,Sturegatan,,MEETING ROOM 214,,,,8,,,Modern,https://www.meetingsbooker.com/se/en/meeting-rooms-conference-facilities-in/eliteedenparkhotelstockholm?attendees=1,https://images.meetingsbooker.com/images/venues/eliteedenparkhotelstockholm-0.png?quality=85&mode=crop&w=328&h=230
